序號,縣市,監測日期,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","相對濕度<br />RH<br />(percent)"
694,臺北市,2015/01/12,中山,2.9,0.57,35.2,72.0,-,32,5.32,26.72,-,-,-,3.35,-,17.72,66.98
695,臺北市,2015/01/11,中山,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-
696,臺北市,2015/01/11,中山,4.0,0.58,37.6,79.0,-,28,3.41,24.21,-,-,-,2.84,-,17.98,60.2
697,臺北市,2015/01/10,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
698,臺北市,2015/01/10,中山,3.3,0.51,26.5,58.0,-,32,8.0,24.16,-,-,-,2.53,-,17.37,59.49
699,臺北市,2015/01/09,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
700,臺北市,2015/01/09,中山,2.8,0.66,21.7,67.0,-,38,11.45,26.79,-,-,-,2.19,-,16.46,60.83
701,臺北市,2015/01/08,中山,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-
702,臺北市,2015/01/08,中山,3.7,0.62,23.2,90.0,-,30,8.47,21.54,-,-,-,2.34,-,14.04,61.48
703,臺北市,2015/01/07,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
704,臺北市,2015/01/07,中山,1.3,0.73,24.1,40.0,-,34,10.6,22.95,-,-,-,2.09,-,16.27,76.13
705,臺北市,2015/01/06,中山,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-
706,臺北市,2015/01/06,中山,-,1.2,18.0,71.0,-,63,29.35,33.41,-,-,-,1.86,-,20.27,73.41
707,臺北市,2015/01/05,中山,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
708,臺北市,2015/01/05,中山,9.2,2.3,4.9,84.0,-,153,104.03,48.81,-,-,-,0.91,-,19.42,76.58
709,臺北市,2015/01/04,中山,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-
710,臺北市,2015/01/04,中山,3.9,1.06,15.8,67.0,-,65,26.2,38.59,-,-,-,1.21,-,18.3,68.97
711,臺北市,2015/01/03,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
712,臺北市,2015/01/03,中山,2.2,0.54,23.1,43.0,-,37,12.83,23.9,-,-,-,2.14,-,17.1,59.5
713,臺北市,2015/01/02,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
714,臺北市,2015/01/02,中山,2.2,0.45,25.4,62.0,-,28,7.51,20.7,-,-,-,2.57,-,14.88,58.22
715,臺北市,2015/01/01,中山,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-
716,臺北市,2015/01/01,中山,3.0,0.6,29.1,116.0,-,26,5.7,20.22,-,-,-,2.37,-,14.41,57.04
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
