序號,縣市,監測日期,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","相對濕度<br />RH<br />(percent)"
414,臺北市,2016/03/08,中山,4.6,1.14,6.6,67.0,-,69,27.29,41.67,2.59,0.446,2.139,1.29,0.58,23.33,80.45
415,臺北市,2016/03/07,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
416,臺北市,2016/03/07,中山,4.3,0.73,15.2,38.0,-,43,15.81,27.18,2.11,0.22,1.889,1.72,1.12,23.31,78.02
417,臺北市,2016/03/06,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
418,臺北市,2016/03/06,中山,2.8,0.84,11.0,44.0,-,53,26.21,27.0,2.26,0.278,1.983,1.73,0.93,22.14,80.21
419,臺北市,2016/03/05,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
420,臺北市,2016/03/05,中山,4.2,1.2,14.4,53.0,-,77,39.57,37.32,2.66,0.516,2.143,1.33,0.79,23.48,69.24
421,臺北市,2016/03/04,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
422,臺北市,2016/03/04,中山,3.9,1.09,15.3,49.0,-,71,28.75,41.86,2.43,0.405,2.03,1.46,0.86,21.41,67.44
423,臺北市,2016/03/03,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
424,臺北市,2016/03/03,中山,2.8,0.83,26.6,44.0,-,52,14.19,37.79,2.27,0.285,1.981,1.44,0.94,20.35,59.0
425,臺北市,2016/03/02,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
426,臺北市,2016/03/02,中山,1.6,0.49,30.8,27.0,-,31,8.16,22.72,2.01,0.151,1.861,2.62,2.43,18.88,56.82
427,臺北市,2016/03/01,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
428,臺北市,2016/03/01,中山,1.9,0.51,35.8,52.0,-,28,6.67,21.45,2.02,0.143,1.873,2.85,2.56,15.9,57.45
429,臺北市,2016/02/29,中山,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-
430,臺北市,2016/02/29,中山,1.6,0.61,34.5,79.0,-,29,6.06,22.52,2.13,0.164,1.961,2.35,1.84,16.87,66.5
431,臺北市,2016/02/28,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
432,臺北市,2016/02/28,中山,2.7,0.66,21.1,26.0,-,40,10.48,29.36,2.15,0.194,1.958,1.85,1.5,18.84,75.72
433,臺北市,2016/02/27,中山,2.5,0.77,9.6,15.0,-,50,11.98,38.41,2.33,0.301,2.033,1.07,0.76,16.0,96.93
434,臺北市,2016/02/26,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
435,臺北市,2016/02/26,中山,1.2,0.55,23.1,28.0,-,36,7.61,28.04,2.04,0.171,1.87,2.56,2.41,14.73,93.47
436,臺北市,2016/02/25,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
437,臺北市,2016/02/25,中山,2.4,0.57,24.4,59.0,-,35,7.76,26.77,2.05,0.172,1.881,2.83,2.55,14.36,84.19
438,臺北市,2016/02/24,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
439,臺北市,2016/02/24,中山,1.2,0.57,27.5,37.0,-,36,8.3,27.3,2.03,0.152,1.882,2.34,2.0,14.25,86.86
440,臺北市,2016/02/23,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
441,臺北市,2016/02/23,中山,1.8,0.7,20.8,19.0,-,40,11.81,28.47,2.13,0.215,1.911,1.53,1.1,15.72,86.59
442,臺北市,2016/02/22,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
443,臺北市,2016/02/22,中山,3.1,0.95,19.4,50.0,-,53,20.71,32.04,2.49,0.338,2.153,1.52,0.84,18.15,76.15
444,臺北市,2016/02/21,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
445,臺北市,2016/02/21,中山,2.8,0.47,32.2,114.0,-,27,4.67,22.74,2.02,0.137,1.885,2.9,2.66,16.25,64.34
446,臺北市,2016/02/20,中山,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-
447,臺北市,2016/02/20,中山,2.3,0.63,28.1,90.0,-,35,8.37,26.31,2.1,0.175,1.926,1.7,0.98,15.18,70.07
448,臺北市,2016/02/19,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
449,臺北市,2016/02/19,中山,2.4,0.99,9.4,40.0,-,59,23.99,34.86,2.36,0.359,2.005,1.34,0.78,16.64,95.67
450,臺北市,2016/02/18,中山,4.0,0.71,20.8,31.0,-,45,13.78,31.53,2.16,0.237,1.918,2.12,1.92,16.79,90.69
451,臺北市,2016/02/17,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
452,臺北市,2016/02/17,中山,2.2,0.59,19.3,27.0,-,44,14.03,30.35,2.11,0.199,1.909,2.29,2.17,13.97,81.17
453,臺北市,2016/02/16,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
454,臺北市,2016/02/16,中山,4.7,0.55,22.0,38.0,-,36,9.55,26.12,2.07,0.169,1.9,2.41,2.15,13.07,73.42
455,臺北市,2016/02/15,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
456,臺北市,2016/02/15,中山,1.3,0.56,22.6,36.0,-,29,8.68,19.99,2.01,0.144,1.861,1.85,0.98,12.03,73.76
457,臺北市,2016/02/14,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
458,臺北市,2016/02/14,中山,1.5,0.68,12.8,18.0,-,30,11.03,18.47,2.13,0.174,1.951,1.57,0.74,18.34,81.4
459,臺北市,2016/02/13,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
460,臺北市,2016/02/13,中山,2.4,0.9,12.3,41.0,-,46,19.55,26.23,2.3,0.287,2.014,1.4,0.75,24.06,74.36
461,臺北市,2016/02/12,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
462,臺北市,2016/02/12,中山,3.7,0.97,13.8,45.0,-,57,25.57,31.26,2.36,0.298,2.061,1.28,0.73,22.71,76.29
463,臺北市,2016/02/11,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
464,臺北市,2016/02/11,中山,2.0,0.82,17.9,47.0,-,47,16.65,30.23,2.37,0.269,2.105,1.41,0.84,21.05,74.5
465,臺北市,2016/02/10,中山,1.7,0.7,25.1,45.0,-,43,17.95,25.21,2.4,0.254,2.148,1.61,1.13,20.23,59.66
466,臺北市,2016/02/09,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
467,臺北市,2016/02/09,中山,1.5,0.71,21.3,43.0,-,47,14.84,32.34,2.37,0.241,2.124,1.39,1.12,16.58,59.36
468,臺北市,2016/02/08,中山,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-
469,臺北市,2016/02/08,中山,2.9,0.59,22.8,59.0,-,35,7.71,27.7,2.24,0.179,2.06,1.41,0.98,13.83,52.17
470,臺北市,2016/02/07,中山,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-
471,臺北市,2016/02/07,中山,2.9,0.62,33.0,72.0,-,27,4.45,22.4,2.15,0.159,1.991,1.65,0.83,12.26,56.08
472,臺北市,2016/02/06,中山,-,-,-,-,89,-,-,-,-,-,-,-,-,-,-
473,臺北市,2016/02/06,中山,3.9,0.67,50.8,116.0,-,25,5.02,19.71,2.04,0.133,1.91,2.1,0.92,12.51,60.91
474,臺北市,2016/02/05,中山,1.8,0.89,19.6,22.0,-,45,13.59,30.97,2.2,0.251,1.945,1.37,0.62,15.6,85.98
475,臺北市,2016/02/04,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
476,臺北市,2016/02/04,中山,2.8,0.9,13.5,28.0,-,54,22.03,31.88,2.27,0.348,1.924,1.49,1.2,17.71,89.93
477,臺北市,2016/02/03,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
478,臺北市,2016/02/03,中山,2.2,0.64,16.9,19.0,-,38,10.04,27.61,2.07,0.192,1.878,2.15,2.01,14.92,90.15
479,臺北市,2016/02/02,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
480,臺北市,2016/02/02,中山,1.4,0.67,18.9,12.0,-,37,10.99,25.62,2.04,0.184,1.859,2.01,1.66,13.27,87.41
481,臺北市,2016/02/01,中山,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
482,臺北市,2016/02/01,中山,1.8,0.73,23.2,9.0,-,36,11.12,24.81,2.04,0.171,1.873,1.85,1.49,15.29,86.04
483,臺北市,2016/01/31,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
484,臺北市,2016/01/31,中山,3.4,0.47,27.3,33.0,-,24,5.8,18.62,1.94,0.118,1.816,2.89,2.58,18.41,80.46
485,臺北市,2016/01/30,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
486,臺北市,2016/01/30,中山,1.6,0.71,13.5,16.0,-,40,13.77,26.2,2.11,0.219,1.886,1.45,0.78,17.31,86.62
487,臺北市,2016/01/29,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
488,臺北市,2016/01/29,中山,3.2,1.03,5.0,22.0,-,72,38.02,34.17,2.45,0.44,2.008,1.43,0.8,18.09,95.78
489,臺北市,2016/01/28,中山,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
490,臺北市,2016/01/28,中山,6.8,1.67,3.1,68.0,-,111,70.95,40.16,3.01,0.768,2.239,1.35,0.85,18.29,90.67
491,臺北市,2016/01/27,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
492,臺北市,2016/01/27,中山,3.6,1.17,13.5,37.0,-,72,39.2,32.59,2.51,0.486,2.021,1.63,1.36,19.83,69.18
493,臺北市,2016/01/26,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
494,臺北市,2016/01/26,中山,2.6,0.6,21.6,28.0,-,37,11.27,25.82,2.07,0.193,1.88,2.71,2.44,15.26,64.66
495,臺北市,2016/01/25,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
496,臺北市,2016/01/25,中山,1.7,0.47,22.0,43.0,-,35,10.27,24.84,1.98,0.146,1.832,1.63,0.96,8.21,64.46
497,臺北市,2016/01/24,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
498,臺北市,2016/01/24,中山,1.7,0.34,31.6,38.0,-,16,3.97,12.27,1.9,0.094,1.807,1.79,0.75,6.1,69.07
499,臺北市,2016/01/23,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
500,臺北市,2016/01/23,中山,1.8,0.51,25.4,28.0,-,22,4.92,17.02,1.95,0.11,1.842,1.67,0.4,11.6,83.8
501,臺北市,2016/01/22,中山,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
502,臺北市,2016/01/22,中山,1.1,0.63,15.0,16.0,-,44,16.4,27.27,2.08,0.22,1.864,2.06,1.89,15.88,93.23
503,臺北市,2016/01/21,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
504,臺北市,2016/01/21,中山,1.1,0.85,8.9,14.0,-,52,19.51,32.13,2.3,0.33,1.97,1.33,0.93,17.01,95.38
505,臺北市,2016/01/20,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
506,臺北市,2016/01/20,中山,2.8,0.57,21.3,27.0,-,34,8.97,24.67,2.01,0.178,1.832,2.82,2.58,15.34,90.21
507,臺北市,2016/01/19,中山,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-
508,臺北市,2016/01/18,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
509,臺北市,2016/01/18,中山,2.4,0.71,26.2,53.0,-,31,7.24,23.98,2.06,0.186,1.872,1.97,1.39,15.59,69.79
510,臺北市,2016/01/17,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
511,臺北市,2016/01/17,中山,2.3,0.97,10.0,19.0,-,49,19.88,29.32,2.42,0.331,2.087,1.25,0.69,18.05,94.23
512,臺北市,2016/01/16,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
513,臺北市,2016/01/16,中山,2.1,0.71,16.4,28.0,-,35,8.55,26.25,2.14,0.204,1.936,2.13,1.76,18.66,85.18
514,臺北市,2016/01/15,中山,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-
515,臺北市,2016/01/15,中山,3.1,1.24,5.0,75.0,-,70,28.97,41.31,2.57,0.462,2.107,1.11,0.71,16.44,87.45
516,臺北市,2016/01/14,中山,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-
517,臺北市,2016/01/14,中山,2.4,0.92,18.8,57.0,-,41,11.86,28.73,2.2,0.251,1.951,1.78,1.51,15.34,80.65
518,臺北市,2016/01/13,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
519,臺北市,2016/01/13,中山,1.4,0.71,20.2,21.0,-,34,10.64,23.46,2.06,0.179,1.877,2.02,1.72,15.2,84.85
520,臺北市,2016/01/12,中山,1.3,0.66,18.1,23.0,-,34,9.24,25.23,2.07,0.192,1.88,1.77,1.46,16.9,85.47
521,臺北市,2016/01/11,中山,2.3,0.95,10.4,18.0,-,55,20.65,34.48,2.28,0.349,1.934,1.35,0.84,18.17,93.03
522,臺北市,2016/01/10,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
523,臺北市,2016/01/10,中山,4.4,0.82,12.6,41.0,-,43,13.16,29.43,2.26,0.251,2.012,1.47,1.1,20.32,82.27
524,臺北市,2016/01/09,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
525,臺北市,2016/01/09,中山,3.8,0.61,28.8,48.0,-,25,5.57,19.48,1.99,0.144,1.848,2.73,2.47,17.71,76.29
526,臺北市,2016/01/08,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
527,臺北市,2016/01/08,中山,2.7,0.8,21.2,44.0,-,39,11.61,27.45,2.1,0.209,1.888,1.59,0.95,17.72,80.46
528,臺北市,2016/01/07,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
529,臺北市,2016/01/07,中山,2.5,0.68,24.6,38.0,-,33,8.58,23.92,2.03,0.174,1.853,2.16,1.77,18.57,79.68
530,臺北市,2016/01/06,中山,1.8,0.74,15.6,19.0,-,43,15.97,26.9,2.1,0.235,1.868,1.53,0.86,19.54,88.28
531,臺北市,2016/01/05,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
532,臺北市,2016/01/05,中山,3.6,1.21,5.0,41.0,-,78,49.42,28.91,2.52,0.466,2.057,1.68,0.98,21.13,91.56
533,臺北市,2016/01/04,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
534,臺北市,2016/01/04,中山,4.4,1.5,3.4,37.0,-,93,55.27,37.39,2.81,0.605,2.209,0.96,0.52,21.26,91.35
535,臺北市,2016/01/03,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
536,臺北市,2016/01/03,中山,4.3,0.95,4.3,48.0,-,59,25.27,33.95,2.39,0.314,2.074,1.13,0.78,19.72,93.73
537,臺北市,2016/01/02,中山,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
538,臺北市,2016/01/02,中山,3.5,0.99,6.4,68.0,-,55,22.97,31.55,2.35,0.317,2.033,1.11,0.7,19.5,86.47
539,臺北市,2016/01/01,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
540,臺北市,2016/01/01,中山,4.8,0.61,24.8,65.0,-,31,7.24,24.22,2.05,0.16,1.894,2.66,2.44,19.64,77.95
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
